Review
"JUST BUY IT LOL! It took a little over a month to receive it and I did grow impatient, but it was well worth the wait. I ordered a size 7 and it was a perfect fit, Amy was so attentive and responded within minutes! I tried to get a good picture to show how beautiful it is!! Pictures don’t do justice, thank you Amy!
"
"The ring did take a little longer to complete and get to me, but seller was very responsive. Seller made sure I received exactly what I ordered and this ring is beyond beautiful! This is my engagement ring 💍 . I wasn’t allowed to submit multiple photos so I’m showing a photo of how the ring looks at night 💗
"
"(Writing this on my future husband's account) This ring is absolutely stunning. We are at the beach and it just sparkles like nothing I've seen before. I cried when I saw it in person. Amy did a great job helping us with what we needed, and we will definitely be coming back for a wedding band!
"
"Amy was so easy to work with, and such a big help throughout the entire process! My fiancé loves her ring! It is beautiful and shines so brightly. Photos do not do it justice whatsoever! Production of the ring took approximately 6 weeks and shipping to Tennessee took approximately 4 days. Also, our dog chewed up the ring box the night of our engagement. Amy is kind enough to send another one so we can have the keepsake. Do not hesitate to order her products!
"
"I absolutely love this ring! Its so pretty and I’ve gotten so many compliments. It hasn’t turned my finger green yet, I AM STOKED!!
"
"Such a dainty ring! I’m obsessed!!!!
"
"Love this sweet little ring so much, it’s so dainty and feminine! Fast shipping as well!
"
"I love my ring! It’s exactly what I wanted so perfect!
"
"Just got my ring. It’s so beautiful! So glad I finally pulled the trigger after more than a year of ogling. It honestly looks even better on my finger than the pictures. Very happy.
"
"Such a beautiful ring!!! I am so obsessed, I keep bragging about it to everyone! Lol the band is so dainty it makes the stone pop even more and I LOVE IT
"
"I am so in LOVE with this ring. I bought it as my class ring and the emerald went great with my university colors. It was shipped so quickly and I recieved it within three days. Definitely recommend!! (:
"
"This ring met my expectations and arrived on time. The band is dainty but seems sturdy. The color of the stone is gorgeous. I’m very pleased and have already looked at ordering a sapphire ring too.
"
"My ring is absolutely perfect! Shipping was a slow due to Covid-19, but it finally came in and I am so pleased with it. It’s perfectly dainty and elegant as my wedding band.
"
"WOW ♥♥♥ Elle remplace mon alliance de mariage original et sincèrement, j'aurais dû choisir celle-ci comme bague de mariage dès le départ! hihi Honnêtement, j'ai hésité à acheter cette bague à cause de la couleur affichée en photo : j'avais peur qu'elle soit plutôt ""or terreux"" tirant vers le cuivré... pas du tout! Elle est d'un beau gold brillant et classique, pas trop jaune non plus. Mon mari l'a aimé dès qu'il l'a vue! Les détails sont magnifiques. Elle n'accroche pas. Elle se porte magnifiquement avec tout. La preuve qu'il n'y pas que les diamants qui font briller une femme ;) Si l'attente de quelques semaines/mois ne vous dérange pas, n'hésitez pas! C'est un petit chef d'oeuvre artisanal et le prix et plus que raisonnable... Un véritable coup de cœur dans mes achats cette année! ♥♥ Merci beaucoup Silvergrams! Bon travail!
"
"This ring is completely beautiful! The order did take a few months to get here due to covid 19 which is understandable but the wait was definitely worth it. The seller Rod was very responsive and did an awesome job answering all my questions(: I will be buying more from this shop in the future!
"
"I LOVE THIS RING. I’ve had it in my cart for a while and finally made the purchase. Zero regrets. It is a dainty ring but that is as described and I prefer this style. I love it so much I purchased a second in silver.
"
"This ring is absolutely gorgeous. It looks very realistic and as if it really hosts an actual diamond. I placed my order on February 24th and received the ring on March 23rd. Definitely worth the wait! My fiancé and I are so happy and I simply adore this beautiful ring. Thank you, Ted and Mag!
"
"I am *beyond* happy with the ring. It arrived *super* fast, *very* beautifully packaged, and with a small note as well!! The ring itself is just *beautiful*, I cannot express how much I *love* it. The cz is very brilliant, looks just like a real diamond!! And the *detail* just. wow. Wow. Each tiny little flower is just *perfect*. I've gotten TONS of compliments on it!! I'll be coming back around Christmas to order the solid gold one, it's that beautiful!!

Thank you so much Ted&Mag!!
"
"Arriced quickly once shipped! Had to be patient though for it to ship. I ordered a size 5 based on OTHER sizings I've done and it's a tad big, so I recommend you use whatever the seller is recommending to get your size. I personally didnt even check the sellers recommendation so that is on me. Ring has pretty star details holding the cz up. Brilliantly sparkles in the sun. Has a good weight to it. The ring is taller than I expected but I'm not complaining! It feels beautiful. Packaging was also very cute and made the arrival that much more special and sweet.
"
"took nearly a month to come in, but it is absolutely stunning! I’m obsessed with it and cannot stop staring at it! thank you!
"
"Love it, love it, love it. The ring is beautifully made and has a unique artisan flair. The stone is exactly as pictured in photo. Shipping was very, very fast from Israel. Will purchase more from this artist!
"
"Absolutely perfect. It took me awhile to open the package wanting to have my daughter present when I did so, she really wanted the ring that was stolen. Both of us love this ring. She was particularly enchanted with the scroll work on the band as am I. You have made my transition from a stolen favorite ring to this new favorite ring very easy. Thank you for the ease of communication and the prompt delivery. Working hands in the picture!
"
"Mara knows how to make a precious gem glow and shine.
I think I’m becoming a Marajoyce addict for her artistry with precious metals and gems.
A stunning creation.
"
"What a stunner! This is the best opal I have ever seen. Good communication as well as I had a few questions regarding ring sizing and care- Mara always replied quickly. Thanks so much, I will enjoy this ring for a long time.
"
"I love this ring so much! It has my baby's fingerprint - he died just after birth and I didn't have many prints. I sent the best one in (though it still wasn't great), and am so glad the ring shows the few distinct lines the print had.
"
"I’m honestly in love❤️ my ring is absolutely stunning. The details are amazing! My order came in about 2 weeks after placing. The packaging was beautiful. The care instructions are simple. I spent hours deciding which shop to go through to keep a part of my father with me all the time. I definitely recommend her. Thank you so much ❤️
"
"Saying I love my ring does not cover how much happiness this brought me! So dainty and stacks beautifully. The attention to detail in my furbaby's paw print is breathtaking, beyond what I imagined! Thank you so much! I will definitely be shopping here for any personalized jewelry!!
"
"I am so happy with my ring. It is in memory of my son and helps me feel like a tiny part of him is with me. Thank you for making such a special product!
"
"I ordered 2 rings, this one and a herkimer diamond ring. Love them!  Don’t ask me which is my favorite because that would be impossible to decide.
These are such pretty rings, made with skill. They fit perfectly! 
No doubt I’ll me ordering more from BlueSoulDesigns. Arrived quickly in a pretty gift box and packaged well.
"
"So beautifully made. It looks so much more substantial than so many other wire-wrapped rings. Lovely piece. Very happy.
"
"Love 💕 this ring so much! It’s so unique and borderline dainty. I just love it! I
"
"I absolutely LOVE this ring!  It is dainty yet substantial enough.  Would highly recommend this ring & this seller!
"
"Such a beautiful, light, airy ring.  My son is so excited that I have a ring that reminds me of him.  I love the silver with the peridot, and couldn't be happier with this purchase.
"
"The ring with a peridot is beautifully made. It is one of my favorite rings and fits perfect with my other peridot jewelry. The contact with the seller was very nice. A recommendable shop.
"
"This ring is beautiful, unique and comfortable. I was impressed with the artist willingness to work with me to make it large enough for a thumb ring.  She made it specifically for me and was able to still send it to me in a timely matter. I'm super impressed and plan to purchase more from this artist!
"
"This ring is soooo BEAUTIFUL!  I ABSOLUTELY LOVE IT!  Thank you so much for being so talented! !
"
"I wear this ring daily!  It is so dainty and pretty, but the rose gold coloring has faded overtime around outside of ring band from washing hand - is now silver but still pretty.
"
"Such a pretty ring sparkles like crazy! Just hope the rose gold doesn't wear off quick because it is so pretty
"
"This ring is just as gorgeous as my first ring I bought! Insanely fast shipping and it arrives in an adorable box, perfect for gifting!
"
"This ring is very pretty and elegant. I will probably wear it as a right-hand ring, or as a stand-in for my engagement ring when I travel. It feels well-made and sturdy but looks dainty and delicate. Love it!
"
"I love this so much! I had a little hiccup with the shipping but everything was resolved with ease! I was going to say I’ll be back for more but I literally just already placed another order 5 minutes ago as my 4th piece from Nicole! 💜
"
"My ring finally came in ! It took a little longer than expected, but it’s beautiful! I was a little scared to spend so much considering the amount of fake moldavite going around, but this is a real moldavite ! You have to buy it to see for your self! I did reach out because of the time expectancy but the service was impeccable! Will be buying again, sooner than later!
"
